Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Workout_Intensity,Calories_per_Min,HRR,BMI_Category,Hydration_per_Kg
22,Male,70.2,1.84,194.0,138.0,58.0,0.85,468.0,Tennis,11.7,2.2,3,Intermediate,20.7,0.711,9.176,136.0,Normal,0.031
25,Female,74.2,1.62,186.0,129.0,65.0,0.82,414.0,Running,34.9,2.3,3,Intermediate,28.3,0.694,8.415,121.0,Overweight,0.031
39,Male,72.4,1.64,172.0,105.0,75.0,0.88,283.0,Pilates,20.0,2.3,5,Intermediate,26.9,0.61,5.36,97.0,Overweight,0.032
66,Male,78.7,1.82,160.0,100.0,64.0,1.12,395.0,Pilates,19.2,2.6,4,Advanced,23.6,0.625,5.878,96.0,Normal,0.033
33,Male,60.2,1.59,179.0,143.0,71.0,1.01,679.0,Running,16.1,2.4,4,Intermediate,23.7,0.799,11.205,108.0,Normal,0.04
18,Female,78.4,1.71,209.0,149.0,78.0,0.55,326.0,Soccer,32.9,2.4,4,Beginner,26.9,0.713,9.879,131.0,Overweight,0.031
50,Female,72.8,1.65,164.0,105.0,79.0,0.53,204.0,Yoga,33.7,2.1,2,Beginner,26.6,0.64,6.415,85.0,Overweight,0.029
46,Male,58.5,1.78,181.0,122.0,65.0,0.87,360.0,Tennis,10.5,2.2,4,Advanced,18.5,0.674,6.897,116.0,Normal,0.038
28,Female,52.2,1.63,191.0,155.0,72.0,0.5,276.0,HIIT,23.0,1.9,3,Beginner,19.6,0.812,9.2,119.0,Normal,0.036
59,Male,87.0,1.79,160.0,108.0,84.0,0.58,231.0,Pilates,27.6,2.7,3,Beginner,27.0,0.675,6.638,76.0,Overweight,0.031
42,Male,62.5,1.71,180.0,135.0,70.0,0.52,231.0,Boxing,17.2,2.2,3,Beginner,21.4,0.75,7.404,110.0,Normal,0.035
18,Female,55.4,1.55,199.0,161.0,75.0,0.5,237.0,Rowing,24.4,1.9,5,Beginner,23.1,0.809,7.9,124.0,Normal,0.034
48,Female,67.7,1.75,180.0,120.0,65.0,1.13,534.0,Boxing,24.6,2.3,4,Advanced,22.2,0.667,7.876,115.0,Normal,0.034
46,Male,59.5,1.79,175.0,130.0,74.0,0.61,260.0,Tennis,16.1,1.9,2,Beginner,18.5,0.743,7.104,101.0,Normal,0.032
30,Male,83.0,1.77,182.0,151.0,73.0,0.5,398.0,CrossFit,20.0,2.6,2,Intermediate,26.5,0.83,13.267,109.0,Overweight,0.031
37,Male,95.8,1.81,187.0,142.0,77.0,0.7,652.0,HIIT,22.7,2.8,3,Intermediate,29.1,0.759,15.524,110.0,Overweight,0.029
49,Male,53.5,1.7,179.0,144.0,75.0,0.75,397.0,Running,14.5,2.1,5,Beginner,18.5,0.804,8.822,104.0,Normal,0.039
39,Male,67.6,1.8,182.0,111.0,69.0,0.75,261.0,Pilates,17.6,2.0,3,Intermediate,20.9,0.61,5.8,113.0,Normal,0.03
51,Female,64.2,1.67,161.0,108.0,74.0,1.05,495.0,Strength Training,28.0,2.1,4,Advanced,22.9,0.671,7.857,87.0,Normal,0.033
26,Female,67.3,1.72,196.0,118.0,75.0,0.84,252.0,Pilates,25.1,2.0,3,Intermediate,22.6,0.602,5.0,121.0,Normal,0.03
28,Female,66.5,1.5,196.0,170.0,76.0,0.57,426.0,HIIT,38.4,2.1,5,Beginner,29.4,0.867,12.456,120.0,Overweight,0.032
26,Male,82.3,1.76,203.0,170.0,75.0,0.5,451.0,CrossFit,22.1,2.2,3,Beginner,26.7,0.837,15.033,128.0,Overweight,0.027
20,Male,58.5,1.78,206.0,160.0,67.0,1.06,645.0,Running,13.6,2.0,4,Intermediate,18.5,0.777,10.142,139.0,Normal,0.034
31,Male,76.4,1.84,192.0,126.0,76.0,0.64,220.0,Yoga,20.8,2.2,3,Beginner,22.7,0.656,5.729,116.0,Normal,0.029
33,Non-binary,76.0,1.65,177.0,115.0,71.0,0.64,255.0,Yoga,30.1,2.4,3,Beginner,27.8,0.65,6.641,106.0,Overweight,0.032
52,Male,79.7,1.88,173.0,133.0,69.0,0.58,337.0,Boxing,19.0,2.4,3,Beginner,22.4,0.769,9.684,104.0,Normal,0.03
23,Male,74.9,1.83,205.0,150.0,77.0,0.83,469.0,Soccer,15.7,2.2,4,Intermediate,22.4,0.732,9.418,128.0,Normal,0.029
42,Female,67.6,1.66,173.0,145.0,76.0,0.5,355.0,CrossFit,33.7,2.2,4,Beginner,24.6,0.838,11.833,97.0,Normal,0.033
41,Female,55.4,1.67,188.0,138.0,78.0,0.6,256.0,Running,26.1,2.0,3,Beginner,19.9,0.734,7.111,110.0,Normal,0.036
18,Male,82.3,1.76,209.0,154.0,76.0,0.5,299.0,Boxing,22.2,2.2,4,Beginner,26.6,0.737,9.967,133.0,Overweight,0.027
25,Male,99.0,1.91,204.0,138.0,60.0,0.87,640.0,Boxing,19.7,2.8,4,Advanced,27.1,0.676,12.261,144.0,Overweight,0.028
35,Female,70.9,1.67,188.0,115.0,66.0,1.13,427.0,Walking,23.8,2.6,4,Advanced,25.5,0.612,6.298,122.0,Overweight,0.037
48,Female,63.9,1.64,171.0,121.0,70.0,0.74,357.0,Tennis,29.2,2.1,4,Intermediate,23.7,0.708,8.041,101.0,Normal,0.033
46,Male,81.1,1.67,176.0,141.0,78.0,0.78,625.0,Swimming,25.0,2.5,3,Beginner,29.0,0.801,13.355,98.0,Overweight,0.031
31,Male,76.9,1.71,182.0,135.0,78.0,0.56,331.0,Strength Training,22.3,2.4,5,Beginner,26.3,0.742,9.851,104.0,Overweight,0.031
49,Female,74.4,1.66,176.0,125.0,62.0,0.76,436.0,Strength Training,37.8,2.1,4,Beginner,27.1,0.71,9.561,114.0,Overweight,0.028
18,Female,83.3,1.64,195.0,147.0,74.0,0.94,723.0,Rowing,28.2,2.7,4,Advanced,31.0,0.754,12.819,121.0,Obese,0.032
24,Female,67.2,1.61,203.0,116.0,60.0,0.86,270.0,Pilates,33.4,2.3,3,Intermediate,25.9,0.571,5.233,143.0,Overweight,0.034
32,Female,85.9,1.74,185.0,109.0,64.0,0.82,345.0,Yoga,30.6,2.5,4,Intermediate,28.4,0.589,7.012,121.0,Overweight,0.029
28,Male,82.4,1.75,184.0,128.0,67.0,0.68,427.0,Soccer,23.3,2.4,3,Intermediate,26.9,0.696,10.466,117.0,Overweight,0.029
45,Female,81.4,1.57,184.0,133.0,71.0,0.64,344.0,Boxing,40.0,2.3,3,Beginner,33.0,0.723,8.958,113.0,Obese,0.028
55,Male,94.6,1.86,170.0,130.0,81.0,0.6,391.0,Tennis,27.7,2.6,5,Beginner,27.3,0.765,10.861,89.0,Overweight,0.027
28,Female,67.1,1.55,189.0,125.0,78.0,0.54,200.0,Walking,34.2,2.2,4,Beginner,28.0,0.661,6.173,111.0,Overweight,0.033
53,Male,100.7,1.87,166.0,111.0,68.0,0.88,618.0,Boxing,25.3,3.2,5,Advanced,28.9,0.669,11.705,98.0,Overweight,0.032
36,Female,58.2,1.62,185.0,138.0,79.0,0.56,239.0,Tennis,23.9,2.1,3,Beginner,22.2,0.746,7.113,106.0,Normal,0.036
18,Female,73.1,1.61,206.0,136.0,81.0,0.7,236.0,Yoga,32.6,2.4,3,Beginner,28.1,0.66,5.619,125.0,Overweight,0.033
39,Female,51.1,1.64,188.0,137.0,74.0,0.76,293.0,Strength Training,24.7,1.8,5,Beginner,19.0,0.729,6.425,114.0,Normal,0.035
33,Female,56.5,1.64,186.0,129.0,73.0,0.64,254.0,Running,27.6,2.0,5,Intermediate,21.0,0.694,6.615,113.0,Normal,0.035
30,Female,54.7,1.66,185.0,127.0,72.0,0.74,298.0,Strength Training,25.8,2.0,3,Intermediate,19.9,0.686,6.712,113.0,Normal,0.037
44,Female,53.0,1.63,182.0,113.0,66.0,0.56,200.0,Yoga,27.1,1.8,4,Beginner,19.8,0.621,5.952,116.0,Normal,0.034
58,Male,70.1,1.76,160.0,100.0,78.0,0.5,200.0,Yoga,18.3,2.2,5,Beginner,22.6,0.625,6.667,82.0,Normal,0.031
25,Male,66.3,1.85,189.0,154.0,72.0,0.59,370.0,CrossFit,11.3,2.0,5,Intermediate,19.3,0.815,10.452,117.0,Normal,0.03
37,Female,67.9,1.73,179.0,146.0,76.0,0.5,332.0,CrossFit,29.9,2.3,2,Beginner,22.8,0.816,11.067,103.0,Normal,0.034
18,Male,106.0,1.88,199.0,143.0,79.0,0.61,420.0,Boxing,22.6,3.1,5,Intermediate,30.1,0.719,11.475,120.0,Obese,0.029
25,Female,65.2,1.58,200.0,145.0,60.0,0.91,559.0,Swimming,29.0,2.2,4,Intermediate,26.1,0.725,10.238,140.0,Overweight,0.034
40,Non-binary,59.1,1.79,176.0,129.0,60.0,0.6,269.0,Soccer,17.3,2.1,2,Intermediate,18.5,0.733,7.472,116.0,Normal,0.036
28,Female,78.9,1.7,201.0,166.0,71.0,0.5,389.0,CrossFit,31.7,2.2,3,Beginner,27.3,0.826,12.967,130.0,Overweight,0.028
22,Male,60.0,1.78,192.0,167.0,70.0,0.5,286.0,CrossFit,14.1,1.9,5,Beginner,19.0,0.87,9.533,122.0,Normal,0.032
35,Male,105.7,1.88,179.0,129.0,69.0,0.58,418.0,Boxing,27.3,3.2,3,Beginner,29.7,0.721,12.011,110.0,Overweight,0.03
50,Female,52.7,1.69,174.0,126.0,71.0,0.99,404.0,Running,16.0,2.0,4,Advanced,18.5,0.724,6.801,103.0,Normal,0.038
28,Male,61.2,1.7,202.0,150.0,68.0,0.96,486.0,Cycling,12.6,2.2,4,Intermediate,21.2,0.743,8.438,134.0,Normal,0.036
33,Female,95.9,1.66,186.0,127.0,69.0,0.94,662.0,Strength Training,40.0,2.6,3,Intermediate,35.0,0.683,11.738,117.0,Obese,0.027
43,Male,76.7,1.85,176.0,119.0,75.0,0.59,251.0,Walking,20.5,2.6,3,Beginner,22.4,0.676,7.09,101.0,Normal,0.034
40,Male,75.7,1.7,172.0,122.0,63.0,0.81,565.0,Swimming,22.0,2.4,4,Intermediate,26.3,0.709,11.626,109.0,Overweight,0.032
34,Male,85.2,1.84,181.0,131.0,67.0,0.83,527.0,Tennis,16.6,2.6,3,Intermediate,25.2,0.724,10.582,114.0,Overweight,0.031
19,Male,82.3,1.71,210.0,162.0,65.0,0.81,751.0,Running,20.5,2.5,3,Intermediate,28.2,0.771,15.453,145.0,Overweight,0.03
41,Male,79.4,1.75,188.0,149.0,80.0,0.55,412.0,Rowing,26.7,2.5,4,Beginner,26.0,0.793,12.485,108.0,Overweight,0.031
44,Male,78.2,1.8,167.0,136.0,84.0,0.66,567.0,Running,20.0,2.3,3,Beginner,24.0,0.814,14.318,83.0,Normal,0.029
18,Female,68.6,1.6,204.0,155.0,75.0,0.58,262.0,Strength Training,32.2,2.2,2,Beginner,26.9,0.76,7.529,129.0,Overweight,0.032
43,Male,54.3,1.63,168.0,114.0,75.0,0.58,200.0,Walking,17.0,2.0,2,Beginner,20.5,0.679,5.747,93.0,Normal,0.037
34,Male,83.7,1.79,189.0,136.0,76.0,1.12,726.0,Running,18.3,2.6,4,Advanced,26.1,0.72,10.804,113.0,Overweight,0.031
18,Female,67.0,1.65,195.0,118.0,71.0,0.68,251.0,Walking,25.4,2.1,3,Intermediate,24.6,0.605,6.152,124.0,Normal,0.031
26,Male,104.5,1.83,186.0,107.0,65.0,0.85,449.0,Walking,27.2,3.2,3,Intermediate,31.3,0.575,8.804,121.0,Obese,0.031
18,Female,81.1,1.69,206.0,127.0,74.0,0.69,287.0,Walking,28.5,2.5,5,Intermediate,28.5,0.617,6.932,132.0,Overweight,0.031
24,Male,72.2,1.74,203.0,158.0,72.0,0.71,554.0,CrossFit,13.0,2.4,4,Intermediate,23.7,0.778,13.005,131.0,Normal,0.033
34,Female,73.6,1.56,193.0,139.0,72.0,0.83,611.0,Cycling,33.0,2.3,3,Intermediate,30.2,0.72,12.269,121.0,Obese,0.031
18,Male,58.5,1.78,195.0,140.0,71.0,0.89,400.0,Running,10.5,1.9,2,Intermediate,18.5,0.718,7.491,124.0,Normal,0.032
47,Female,84.0,1.63,165.0,130.0,73.0,0.82,669.0,Swimming,40.0,2.8,3,Beginner,31.5,0.788,13.598,92.0,Obese,0.033
19,Male,96.0,1.8,207.0,170.0,66.0,0.74,720.0,CrossFit,17.1,2.8,4,Advanced,29.6,0.821,16.216,141.0,Overweight,0.029
18,Male,77.6,1.81,200.0,155.0,78.0,0.6,449.0,Cycling,19.9,2.3,4,Beginner,23.8,0.775,12.472,122.0,Normal,0.03
30,Male,64.4,1.83,186.0,117.0,73.0,0.55,200.0,Pilates,11.2,1.9,3,Beginner,19.1,0.629,6.061,113.0,Normal,0.03
39,Female,57.7,1.59,183.0,143.0,72.0,0.55,343.0,HIIT,25.5,1.8,3,Intermediate,23.0,0.781,10.394,111.0,Normal,0.031
41,Male,56.2,1.74,177.0,103.0,76.0,0.68,213.0,Walking,13.8,1.9,4,Intermediate,18.5,0.582,5.221,101.0,Normal,0.034
46,Female,46.3,1.53,181.0,113.0,79.0,0.73,200.0,Pilates,27.1,1.8,4,Intermediate,19.7,0.624,4.566,102.0,Normal,0.039
34,Female,47.6,1.6,193.0,151.0,82.0,0.59,200.0,Boxing,21.2,1.7,3,Beginner,18.5,0.782,5.65,111.0,Normal,0.036
33,Male,92.6,1.76,195.0,151.0,83.0,0.67,484.0,Aerobics,23.8,2.8,3,Beginner,30.0,0.774,12.04,112.0,Obese,0.03
39,Female,61.8,1.65,171.0,119.0,71.0,0.94,380.0,Soccer,22.7,2.3,3,Advanced,22.7,0.696,6.738,100.0,Normal,0.037
24,Male,51.5,1.67,198.0,144.0,69.0,0.65,236.0,Boxing,9.7,2.0,3,Intermediate,18.5,0.727,6.051,129.0,Normal,0.039
18,Male,96.7,1.89,208.0,161.0,85.0,0.8,691.0,Swimming,23.6,2.7,3,Beginner,27.1,0.774,14.396,123.0,Overweight,0.028
34,Male,78.5,1.66,178.0,106.0,70.0,0.62,225.0,Pilates,22.4,2.3,5,Intermediate,28.6,0.596,6.048,108.0,Overweight,0.029
28,Male,78.6,1.78,193.0,117.0,70.0,0.69,236.0,Pilates,15.9,2.5,2,Intermediate,24.8,0.606,5.7,123.0,Normal,0.032
47,Female,73.5,1.64,165.0,125.0,72.0,0.68,364.0,Aerobics,34.6,2.3,3,Beginner,27.5,0.758,8.922,93.0,Overweight,0.031
31,Male,78.1,1.74,196.0,147.0,72.0,0.64,384.0,Boxing,23.0,2.6,2,Beginner,25.7,0.75,10.0,124.0,Overweight,0.033
58,Female,60.2,1.71,160.0,123.0,81.0,0.51,239.0,Tennis,26.2,2.2,5,Beginner,20.7,0.769,7.81,79.0,Normal,0.037
25,Male,99.4,1.81,203.0,135.0,68.0,0.7,466.0,Boxing,23.2,2.9,4,Intermediate,30.4,0.665,11.095,135.0,Obese,0.029
42,Female,56.3,1.61,178.0,101.0,75.0,0.82,216.0,Walking,26.8,1.9,3,Intermediate,21.7,0.567,4.39,103.0,Normal,0.034
45,Male,97.1,1.79,180.0,137.0,74.0,0.64,474.0,Aerobics,29.8,3.1,3,Beginner,30.3,0.761,12.344,106.0,Obese,0.032
18,Female,69.8,1.64,204.0,125.0,73.0,0.7,257.0,Yoga,30.2,2.3,4,Intermediate,25.9,0.613,6.119,131.0,Overweight,0.033
56,Female,49.9,1.6,171.0,132.0,74.0,0.61,280.0,Rowing,23.8,2.0,3,Intermediate,19.6,0.772,7.65,97.0,Normal,0.04
18,Male,88.6,1.77,195.0,120.0,72.0,0.62,279.0,Yoga,23.4,2.5,5,Beginner,28.3,0.615,7.5,123.0,Overweight,0.028
24,Female,68.4,1.59,186.0,130.0,64.0,0.96,432.0,Aerobics,25.8,2.5,5,Advanced,27.0,0.699,7.5,122.0,Overweight,0.037
19,Female,85.3,1.59,199.0,139.0,59.0,0.85,517.0,Tennis,29.4,2.5,4,Advanced,33.8,0.698,10.137,140.0,Obese,0.029
21,Male,92.9,1.76,207.0,163.0,68.0,0.59,556.0,CrossFit,23.3,2.9,4,Intermediate,29.8,0.787,15.706,139.0,Overweight,0.031
19,Female,55.3,1.65,195.0,151.0,69.0,0.79,451.0,HIIT,16.4,2.2,4,Advanced,20.3,0.774,9.515,126.0,Normal,0.04
23,Male,85.4,1.83,200.0,139.0,62.0,1.13,668.0,Strength Training,17.5,2.6,4,Advanced,25.4,0.695,9.853,138.0,Overweight,0.03
30,Female,65.5,1.58,190.0,141.0,70.0,0.7,317.0,Strength Training,33.5,2.1,2,Beginner,26.1,0.742,7.548,120.0,Overweight,0.032
30,Female,71.3,1.74,195.0,121.0,67.0,1.0,342.0,Pilates,22.4,2.3,3,Advanced,23.5,0.621,5.7,128.0,Normal,0.032
18,Female,113.6,1.86,199.0,144.0,77.0,0.61,462.0,Aerobics,40.0,2.8,5,Beginner,32.9,0.724,12.623,122.0,Obese,0.025
53,Male,97.5,1.81,167.0,109.0,74.0,0.52,255.0,Yoga,27.1,2.5,2,Beginner,29.7,0.653,8.173,93.0,Overweight,0.026
37,Female,75.5,1.68,189.0,132.0,67.0,0.69,388.0,Aerobics,36.6,2.5,4,Intermediate,26.8,0.698,9.372,122.0,Overweight,0.033
23,Male,73.3,1.78,195.0,136.0,76.0,0.73,259.0,Walking,14.6,2.5,5,Intermediate,23.0,0.697,5.913,119.0,Normal,0.034
46,Male,69.0,1.84,182.0,130.0,81.0,0.78,349.0,Strength Training,10.8,2.0,2,Intermediate,20.3,0.714,7.457,101.0,Normal,0.029
45,Male,87.0,1.78,184.0,133.0,68.0,0.76,501.0,Boxing,22.5,2.4,4,Intermediate,27.4,0.723,10.987,116.0,Overweight,0.028
19,Female,87.2,1.77,210.0,142.0,66.0,0.72,477.0,Tennis,31.4,2.3,5,Intermediate,27.8,0.676,11.042,144.0,Overweight,0.026
44,Male,80.3,1.75,182.0,131.0,73.0,0.66,408.0,Soccer,21.8,2.5,5,Intermediate,26.2,0.72,10.303,109.0,Overweight,0.031
22,Female,61.2,1.7,199.0,150.0,76.0,0.54,232.0,Running,25.0,2.2,4,Beginner,21.3,0.754,7.16,123.0,Normal,0.036
43,Male,85.3,1.74,167.0,132.0,67.0,0.69,549.0,HIIT,27.4,2.6,5,Intermediate,28.1,0.79,13.261,100.0,Overweight,0.03
18,Female,58.0,1.68,205.0,142.0,61.0,1.14,469.0,Strength Training,19.8,2.1,4,Advanced,20.6,0.693,6.857,144.0,Normal,0.036
20,Female,72.5,1.55,210.0,144.0,76.0,0.65,335.0,Aerobics,33.1,2.2,2,Intermediate,30.1,0.686,8.59,134.0,Obese,0.03
51,Male,79.6,1.7,178.0,133.0,83.0,0.58,335.0,Tennis,25.0,2.2,3,Beginner,27.6,0.747,9.626,95.0,Overweight,0.028
52,Male,107.7,1.88,162.0,102.0,77.0,0.62,353.0,Pilates,28.6,3.0,3,Beginner,30.6,0.63,9.489,85.0,Obese,0.028
29,Female,54.2,1.56,199.0,148.0,79.0,0.67,244.0,Boxing,30.2,1.9,2,Beginner,22.2,0.744,6.07,120.0,Normal,0.035
52,Male,76.0,1.88,160.0,110.0,63.0,0.85,446.0,Soccer,14.4,2.2,4,Advanced,21.5,0.688,8.745,97.0,Normal,0.029
28,Female,56.0,1.7,202.0,146.0,79.0,0.61,248.0,Soccer,22.7,2.1,3,Beginner,19.4,0.723,6.776,123.0,Normal,0.038
30,Female,80.0,1.68,199.0,132.0,63.0,0.81,446.0,Running,33.3,2.3,2,Intermediate,28.5,0.663,9.177,136.0,Overweight,0.029
45,Male,60.8,1.67,174.0,124.0,66.0,1.06,422.0,Soccer,13.8,2.0,3,Advanced,21.8,0.713,6.635,108.0,Normal,0.033
37,Male,76.6,1.77,189.0,116.0,67.0,0.96,355.0,Walking,16.0,2.3,5,Advanced,24.5,0.614,6.163,122.0,Normal,0.03
52,Male,77.0,1.7,171.0,115.0,76.0,0.88,521.0,Soccer,25.8,2.2,5,Intermediate,26.8,0.673,9.867,95.0,Overweight,0.029
18,Female,89.7,1.74,205.0,141.0,69.0,0.77,482.0,Strength Training,33.0,2.8,4,Intermediate,29.5,0.688,10.433,136.0,Overweight,0.031
48,Female,60.1,1.62,162.0,116.0,74.0,0.55,213.0,Boxing,31.6,2.0,2,Beginner,22.9,0.716,6.455,88.0,Normal,0.033
25,Female,58.5,1.53,197.0,164.0,69.0,0.5,335.0,CrossFit,27.7,2.0,3,Beginner,24.9,0.832,11.167,128.0,Normal,0.034
18,Non-binary,77.6,1.7,210.0,159.0,63.0,0.77,589.0,Cycling,22.7,2.6,3,Intermediate,26.7,0.757,12.749,147.0,Overweight,0.034
24,Male,75.9,1.62,193.0,141.0,82.0,0.66,326.0,Boxing,24.9,2.5,4,Beginner,28.8,0.731,8.232,111.0,Overweight,0.033
30,Female,55.7,1.67,196.0,164.0,69.0,0.5,314.0,HIIT,23.5,1.9,4,Beginner,19.9,0.837,10.467,127.0,Normal,0.034
36,Female,71.0,1.63,188.0,127.0,62.0,0.75,402.0,Strength Training,33.0,2.2,3,Intermediate,26.6,0.676,8.933,126.0,Overweight,0.031
38,Male,80.6,1.77,172.0,125.0,72.0,0.87,655.0,Cycling,22.7,2.5,5,Intermediate,25.8,0.727,12.548,100.0,Overweight,0.031
18,Female,67.7,1.67,204.0,119.0,68.0,0.72,281.0,Walking,28.4,2.2,2,Intermediate,24.4,0.583,6.505,136.0,Normal,0.032
28,Male,89.1,1.88,182.0,133.0,72.0,0.7,422.0,Running,15.7,2.4,3,Intermediate,25.3,0.731,10.048,110.0,Overweight,0.027
25,Male,82.3,1.87,191.0,138.0,63.0,0.86,468.0,Running,15.6,2.4,4,Intermediate,23.4,0.723,9.07,128.0,Normal,0.029
51,Female,71.9,1.74,161.0,116.0,68.0,0.83,428.0,Strength Training,26.9,2.3,4,Intermediate,23.7,0.72,8.594,93.0,Normal,0.032
27,Non-binary,64.5,1.52,192.0,141.0,58.0,1.0,598.0,HIIT,18.7,2.1,3,Professional,28.0,0.734,9.967,134.0,Overweight,0.033
38,Male,102.0,1.77,187.0,138.0,70.0,0.71,520.0,Strength Training,28.6,3.2,3,Beginner,32.4,0.738,12.207,117.0,Obese,0.031
24,Female,62.2,1.64,197.0,150.0,68.0,0.68,423.0,Cycling,29.0,2.0,3,Beginner,23.0,0.761,10.368,129.0,Normal,0.032
23,Female,63.9,1.67,198.0,160.0,70.0,0.5,335.0,HIIT,26.1,2.1,3,Beginner,22.8,0.808,11.167,128.0,Normal,0.033
46,Male,70.1,1.68,175.0,119.0,66.0,0.81,387.0,Aerobics,16.5,2.5,4,Intermediate,24.9,0.68,7.963,109.0,Normal,0.036
26,Female,81.1,1.67,195.0,119.0,74.0,0.81,385.0,Walking,35.9,2.4,3,Intermediate,29.1,0.61,7.922,121.0,Overweight,0.03
23,Female,72.2,1.61,206.0,138.0,66.0,0.79,409.0,Boxing,33.2,2.3,5,Intermediate,27.8,0.67,8.629,140.0,Overweight,0.032
18,Male,77.2,1.81,199.0,161.0,74.0,0.76,604.0,Cycling,14.3,2.5,2,Beginner,23.5,0.809,13.246,125.0,Normal,0.032
21,Female,61.4,1.78,197.0,150.0,60.0,0.99,595.0,Swimming,21.1,2.3,5,Advanced,19.3,0.761,10.017,137.0,Normal,0.037
30,Male,84.3,1.78,195.0,139.0,73.0,0.84,502.0,Running,23.3,2.6,4,Intermediate,26.7,0.713,9.96,122.0,Overweight,0.031
25,Female,56.5,1.59,204.0,153.0,75.0,0.68,275.0,Strength Training,27.2,2.0,2,Beginner,22.3,0.75,6.74,129.0,Normal,0.035
45,Male,67.1,1.69,181.0,142.0,81.0,0.54,239.0,Strength Training,19.5,2.3,5,Beginner,23.5,0.785,7.377,100.0,Normal,0.034
44,Male,80.6,1.73,180.0,135.0,73.0,0.64,387.0,Boxing,26.1,2.2,4,Beginner,26.9,0.75,10.078,107.0,Overweight,0.027
21,Male,83.4,1.85,190.0,153.0,73.0,0.5,440.0,CrossFit,17.8,2.3,3,Beginner,24.4,0.805,14.667,117.0,Normal,0.028
42,Male,65.0,1.81,188.0,136.0,59.0,1.11,644.0,Rowing,9.9,2.3,4,Advanced,19.8,0.723,9.67,129.0,Normal,0.035
36,Male,73.8,1.62,191.0,130.0,72.0,0.69,389.0,Strength Training,18.6,2.1,4,Intermediate,28.2,0.681,9.396,119.0,Overweight,0.028
55,Female,93.2,1.71,160.0,112.0,70.0,1.01,733.0,Strength Training,34.6,3.1,5,Advanced,31.9,0.7,12.096,90.0,Obese,0.033
26,Female,49.6,1.5,198.0,133.0,66.0,1.17,369.0,Boxing,23.9,2.1,4,Advanced,22.0,0.672,5.256,132.0,Normal,0.042
43,Female,87.1,1.68,180.0,141.0,78.0,0.69,456.0,Boxing,40.0,2.5,2,Beginner,30.9,0.783,11.014,102.0,Obese,0.029
57,Female,49.3,1.62,160.0,134.0,67.0,0.87,435.0,Running,24.7,2.1,5,Intermediate,18.7,0.838,8.333,93.0,Normal,0.043
45,Male,82.4,1.75,166.0,139.0,70.0,0.58,465.0,HIIT,23.1,2.3,4,Intermediate,26.9,0.837,13.362,96.0,Overweight,0.028
58,Male,87.4,1.81,160.0,107.0,72.0,0.67,369.0,Aerobics,23.6,2.7,5,Intermediate,26.7,0.669,9.179,88.0,Overweight,0.031
33,Male,89.7,1.8,194.0,143.0,76.0,0.69,535.0,Rowing,19.7,2.6,4,Intermediate,27.6,0.737,12.923,118.0,Overweight,0.029
26,Non-binary,56.2,1.71,197.0,148.0,68.0,0.58,251.0,Soccer,17.4,1.8,3,Beginner,19.3,0.751,7.213,129.0,Normal,0.032
51,Female,57.2,1.76,171.0,131.0,76.0,0.86,477.0,Swimming,22.8,1.9,5,Intermediate,18.5,0.766,9.244,95.0,Normal,0.033
22,Non-binary,73.8,1.69,196.0,156.0,65.0,0.63,460.0,Rowing,25.7,2.5,2,Beginner,25.7,0.796,12.169,131.0,Overweight,0.034
44,Male,82.1,1.78,167.0,126.0,70.0,0.58,363.0,Aerobics,25.6,2.6,3,Beginner,25.8,0.754,10.431,97.0,Overweight,0.032
33,Female,63.0,1.67,195.0,129.0,59.0,0.98,392.0,Soccer,23.9,2.2,3,Advanced,22.7,0.662,6.667,136.0,Normal,0.035
28,Female,52.8,1.62,183.0,141.0,71.0,0.75,301.0,Strength Training,25.5,2.0,4,Beginner,20.1,0.77,6.689,112.0,Normal,0.038
50,Female,58.6,1.5,164.0,118.0,68.0,1.05,397.0,Soccer,26.0,2.4,4,Advanced,26.0,0.72,6.302,96.0,Overweight,0.041
19,Male,77.2,1.71,191.0,133.0,66.0,0.72,432.0,Soccer,16.9,2.4,3,Intermediate,26.6,0.696,10.0,125.0,Overweight,0.031
26,Female,50.5,1.6,198.0,144.0,60.0,0.64,251.0,Running,20.8,1.7,4,Intermediate,19.7,0.727,6.536,138.0,Normal,0.034
26,Female,61.0,1.55,189.0,140.0,79.0,0.71,320.0,Tennis,32.1,2.0,2,Beginner,25.3,0.741,7.512,110.0,Overweight,0.033
44,Female,47.6,1.52,168.0,115.0,58.0,0.81,264.0,Aerobics,20.3,1.8,5,Advanced,20.5,0.685,5.432,110.0,Normal,0.038
28,Female,58.9,1.66,189.0,116.0,72.0,0.84,247.0,Walking,24.9,2.2,4,Beginner,21.4,0.614,4.901,117.0,Normal,0.037
28,Female,65.7,1.69,193.0,153.0,76.0,0.7,441.0,Cycling,32.2,2.3,3,Beginner,23.1,0.793,10.5,117.0,Normal,0.035
18,Female,57.4,1.63,193.0,159.0,71.0,0.86,498.0,Running,21.3,2.0,5,Beginner,21.6,0.824,9.651,122.0,Normal,0.035
